40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,16.0,11.0,16.0,40.0,40.0,40.0,40.0,40.0,40.0,26.0,21.0,26.0,40.0,40.0,60.0,-40.0,70.0,40.0,40.0,
20-03-2017 9:10:19 PM
